hsa-mir-499b-5p,"carcinoma, hepatocellular"
hsa-mir-663a,"carcinoma, renal cell"
hsa-mir-590-5p,cardiomyopathy
hsa-mir-122-5p,inflammatory bowel diseases
hsa-mir-339-5p,acute pancreatitis
hsa-mir-185-5p,depression disorder
hsa-mir-187-5p,cardiotoxicity
hsa-mir-663b,neoplasms [unspecific]
hsa-mir-181c-5p,myasthenia gravis
hsa-mir-1236-5p,"carcinoma, hepatocellular"
hsa-mir-183-5p,inflammation
hsa-let-7b-5p,myelodysplastic syndromes
hsa-mir-106a-5p,"carcinoma, colon"
hsa-mir-200a-5p,retinoblastoma
hsa-mir-125a-5p,obesity
hsa-mir-494-5p,glioblastoma
hsa-mir-1915-5p,colorectal carcinoma
hsa-mir-486-5p,prostate neoplasms
hsa-mir-25-5p,"meningitis, pneumococcal"
hsa-mir-10b-5p,"carcinoma, oral"
hsa-mir-19a-5p,lung fibrosis
hsa-mir-21-5p,acute lung injury
hsa-mir-204-5p,pancreatic adenocarcinoma
hsa-mir-520g-5p,"carcinoma, hepatocellular"
hsa-mir-26a-1-3p,colorectal carcinoma
hsa-mir-34c-5p,"carcinoma, lung, small-cell"
hsa-mir-328-5p,systemic lupus erythematosus
hsa-mir-155-5p,chronic hepatitis b
hsa-mir-221-5p,choriocarcinoma
hsa-mir-363-5p,waldenstrom macroglobulinemia
hsa-mir-18a-5p,"lymphoma, hodgkin"
hsa-mir-146a-5p,"carcinoma, thyroid, papillary"
hsa-mir-370-5p,"leukemia, myeloid, chronic"
hsa-mir-192-5p,liver diseases [unspecific]
hsa-mir-145-5p,neuropathic pain
hsa-mir-106b-5p,myocardial infarction
hsa-mir-146a-5p,atrial fibrillation
hsa-mir-29b-3p,breast cancer
hsa-mir-34c-5p,sarcoma [unspecific]
hsa-mir-30b-5p,"adenocarcinoma, lung"
hsa-mir-33a-5p,"diabetes mellitus, gestational"
hsa-mir-30c-1-3p,adenovirus infection
hsa-mir-374a-5p,parkinson disease
hsa-mir-30e-5p,breast cancer
hsa-mir-124-5p,sepsis
hsa-mir-145-5p,"osteoporosis, postmenopausal"
hsa-mir-181b-5p,oral leukoplakia
hsa-mir-1275,hepatitis b virus infection
hsa-mir-218-5p,gastric neoplasms
hsa-mir-193b-5p,breast cancer
hsa-mir-572,prostate neoplasms
hsa-mir-146a-5p,gastrointestinal neoplasms
hsa-mir-30c-5p,prostate neoplasms
hsa-mir-425-5p,gastric neoplasms
hsa-mir-378i,prostate neoplasms
hsa-mir-375-5p,"fatty liver, non-alcoholic"
hsa-mir-519c-5p,gastric neoplasms
hsa-mir-21-5p,autoimmune diseases [unspecific]
hsa-mir-140-5p,arthritis
hsa-mir-424-5p,"carcinoma, cervical"
hsa-mir-200c-5p,lung neoplasms
hsa-mir-24-3p,diabetic vasculopathy
hsa-mir-520c-5p,metabolic syndrome
hsa-mir-34c-5p,"carcinoma, thyroid, papillary"
hsa-mir-103a-1-5p,lung neoplasms
hsa-mir-199b-5p,medulloblastoma
hsa-mir-29b-3p,colorectal carcinoma
hsa-mir-34c-5p,mesothelioma
hsa-mir-328-5p,"carcinoma, gastric"
hsa-mir-24-1-5p,inflammation
hsa-mir-218-5p,pterygium
hsa-mir-206,muscle atrophy
hsa-mir-29c-5p,"carcinoma, urothelial"
hsa-mir-150-5p,breast cancer
hsa-mir-491-5p,"carcinoma, cervical"
hsa-mir-28-5p,gastric neoplasms
hsa-let-7a-5p,asthma
hsa-mir-424-5p,skin hemangioma
hsa-mir-873-5p,breast cancer
hsa-mir-1287-5p,"carcinoma, hepatocellular"
hsa-mir-942-5p,breast cancer
hsa-let-7a-2-3p,nasopharyngeal neoplasms
hsa-mir-92a-3p,"leukemia, lymphoblastic, acute"
hsa-mir-378a-5p,rhabdomyosarcoma
hsa-mir-125a-5p,autoimmune thyroiditis
hsa-mir-205-5p,"carcinoma, laryngeal"
hsa-mir-449b-5p,ovarian neoplasms
hsa-mir-215-5p,hirschsprung disease
hsa-mir-134-5p,mild cognitive impairment
hsa-mir-22-5p,"leukemia, myeloid, acute"
hsa-mir-34b-5p,"carcinoma, thyroid"
hsa-mir-103a-3p,gastric neoplasms
hsa-mir-99a-5p,multiple myeloma
hsa-mir-16-1-3p,cardiomyopathy
hsa-mir-329-5p,angiosarcoma
hsa-mir-339-5p,prostate neoplasms
hsa-let-7c-5p,pulmonary hypertension
hsa-mir-21-5p,"lymphoma, t-cell, cutaneous"
hsa-mir-204-5p,cervical neoplasms
hsa-mir-204-5p,"carcinoma, lung, non-small-cell"
hsa-mir-30a-5p,breast cancer
hsa-mir-148a-5p,"carcinoma, cervical"
hsa-mir-92a-3p,multiple sclerosis
hsa-mir-581,stroke
hsa-mir-145-5p,"carcinoma, thyroid, follicular"
hsa-mir-1307-5p,liver neoplasms
hsa-mir-19a-5p,hepatitis c virus infection
hsa-mir-671-5p,"carcinoma, hepatocellular"
hsa-mir-486-5p,lung neoplasms
hsa-mir-340-5p,"carcinoma, lung, non-small-cell"
hsa-mir-492,"carcinoma, colon"
hsa-mir-548a-3p,"carcinoma, hepatocellular"
hsa-mir-377-5p,ischemia-reperfusion injury
hsa-mir-223-5p,sepsis
hsa-mir-126-5p,prostate neoplasms
hsa-mir-223-5p,muscular dystrophy
hsa-mir-371b-5p,pulmonary hypertension
hsa-mir-520b-5p,"carcinoma, lung, non-small-cell"
hsa-mir-181a-5p,adenosquamous pancreas carcinoma
hsa-mir-19a-5p,"leukemia, b-cell"
hsa-mir-142-5p,atopic dermatitis
hsa-mir-485-5p,lung neoplasms
hsa-mir-663a,burns
hsa-mir-200c-5p,"carcinoma, hepatocellular"
hsa-mir-126-5p,atherosclerosis
hsa-mir-148b-5p,kidney neoplasms
hsa-mir-218-5p,melanoma
hsa-mir-188-5p,azoospermia
hsa-mir-184,"carcinoma, hepatocellular"
hsa-mir-31-5p,"carcinoma, endometrial"
hsa-mir-30d-5p,hepatitis c virus infection
hsa-mir-137-5p,"carcinoma, oral"
hsa-mir-588,"squamous cell carcinoma, lung"
hsa-mir-194-5p,acute kidney failure
hsa-mir-489-5p,"carcinoma, hepatocellular"
hsa-mir-584-5p,melanoma
hsa-mir-638,"carcinoma, gastric"
hsa-mir-539-5p,systemic mastocytosis
hsa-mir-133a-5p,myocardial infarction
hsa-mir-370-5p,atherosclerosis
hsa-mir-204-5p,ischemia-reperfusion injury
hsa-mir-762,breast cancer
hsa-mir-598-5p,ewing sarcoma
hsa-mir-29a-5p,spinal cord injuries
hsa-mir-25-5p,atrial fibrillation
hsa-mir-181b-5p,breast cancer
hsa-let-7b-5p,influenza
hsa-mir-518a-5p,atrioventricular septal defect
hsa-mir-466,atrial fibrillation
hsa-mir-409-5p,colorectal carcinoma
hsa-mir-191-5p,"diabetes mellitus, type 2"
hsa-mir-30a-5p,neuroendocrine tumors
hsa-mir-16-1-3p,glioblastoma
